record_id,date,state,city,monitoring_station,pm2_5_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,nh3_ugm3,aqi,aqi_category,dominant_pollutant,health_advisory,temperature_c,humidity_pct,wind_speed_kmph,monitoring_agency
22658,2017-04-06,Bihar,Muzaffarpur,Muzaffarpur Collectorate,83.4,156.0,22.7,23.1,5.2,25.3,19.2,178,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.1,52.6,3.8,State Pollution Control Board
22659,2017-04-06,Chhattisgarh,Raipur,Raipur Telibandha,86.4,140.0,48.3,22.2,0.85,41.0,19.6,193,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",36.2,63.7,4.4,CPCB
22660,2017-04-06,Goa,Panaji,Panaji Bus Stand,32.2,53.3,10.5,28.1,0.46,85.9,61.5,55,Satisfactory,PM10,Minor breathing discomfort to sensitive people,27.5,91.5,16.4,State Pollution Control Board
22661,2017-04-06,Gujarat,Surat,Surat Ichchhanath,161.5,271.5,19.9,15.0,0.64,15.9,25.8,333,Very Poor,PM10,Respiratory illness on prolonged exposure,30.6,57.0,7.0,State Pollution Control Board
22662,2017-04-06,Gujarat,Vadodara,Vadodara GIDC,88.5,140.7,12.1,17.6,0.64,103.1,38.4,204,Poor,PM10,Breathing discomfort on prolonged exposure,30.1,20.8,11.0,State Pollution Control Board
22663,2017-04-06,Haryana,Faridabad,Faridabad Sector 16A,256.5,385.1,38.4,10.6,2.76,90.5,22.3,402,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",32.4,51.0,3.1,CPCB
22664,2017-04-06,Karnataka,Bengaluru,Silk Board,41.3,62.4,5.4,11.2,0.24,144.5,7.3,69,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.3,48.6,2.4,CPCB
22665,2017-04-06,Karnataka,Bengaluru,Silk Board,93.5,179.7,11.5,25.6,0.2,26.4,16.0,212,Poor,PM2.5,Breathing discomfort on prolonged exposure,33.2,55.7,14.1,CPCB
22666,2017-04-06,Kerala,Kochi,Kochi Vyttila,39.1,61.9,12.5,19.0,0.83,41.9,62.1,65,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,37.4,54.4,2.2,CPCB
22667,2017-04-06,Maharashtra,Pune,Pune Bhosari,35.3,68.2,27.8,4.5,0.49,5.1,15.3,60,Satisfactory,PM10,Minor breathing discomfort to sensitive people,31.1,32.5,14.3,CPCB
22668,2017-04-06,Maharashtra,Pune,Pune Bhosari,56.5,114.2,45.2,18.0,0.53,44.2,38.5,94,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.6,58.6,2.3,State Pollution Control Board
22669,2017-04-06,Odisha,Talcher,Talcher Coalfields,112.9,175.4,35.1,15.3,1.17,89.6,28.4,276,Poor,PM2.5,Breathing discomfort on prolonged exposure,30.1,47.8,17.5,CPCB
22670,2017-04-06,Punjab,Amritsar,Amritsar Golden Gate,134.2,263.7,41.5,6.8,0.53,39.9,26.9,311,Very Poor,PM2.5,Respiratory illness on prolonged exposure,40.6,48.4,8.1,SAFAR
22671,2017-04-06,Punjab,Ludhiana,Ludhiana Civil Hospital,69.6,111.2,48.6,1.6,0.62,223.6,18.7,133,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",35.9,48.1,4.0,CPCB
22672,2017-04-06,Rajasthan,Jaipur,Adarsh Nagar,51.0,95.8,21.6,2.6,0.2,107.6,12.9,85,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,35.6,50.1,9.0,SAFAR
22673,2017-04-06,Telangana,Hyderabad,Bollaram Industrial Area,28.8,53.5,16.9,15.9,1.18,45.5,25.7,48,Good,PM2.5,Minimal impact,28.8,56.8,1.0,CPCB
22674,2017-04-06,Telangana,Hyderabad,Sanathnagar,54.2,82.6,41.8,4.8,0.51,268.7,37.7,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,33.4,50.6,4.0,SAFAR
22675,2017-04-06,Uttar Pradesh,Ghaziabad,Sanjay Nagar,68.3,108.3,48.1,21.9,1.12,26.5,58.8,128,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",33.5,43.5,8.5,CPCB
22676,2017-04-06,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,101.1,171.7,31.6,24.5,1.06,60.4,29.6,237,Poor,PM2.5,Breathing discomfort on prolonged exposure,34.7,59.7,2.4,SAFAR
22677,2017-04-06,West Bengal,Asansol,Asansol Court Area,170.8,321.1,52.2,3.0,0.42,137.6,9.6,339,Very Poor,PM2.5,Respiratory illness on prolonged exposure,31.0,73.9,4.0,State Pollution Control Board
22678,2017-04-07,Bihar,Patna,Rajbansi Nagar,117.5,227.7,47.4,2.8,1.84,47.1,23.2,292,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.0,58.4,6.8,State Pollution Control Board
22679,2017-04-07,Delhi,Delhi,ITO,122.4,187.1,10.3,16.3,1.0,31.5,15.2,302,Very Poor,PM2.5,Respiratory illness on prolonged exposure,28.9,60.2,6.1,State Pollution Control Board
22680,2017-04-07,Delhi,Delhi,ITO,31.9,69.5,29.4,16.7,1.24,34.5,26.4,55,Satisfactory,PM10,Minor breathing discomfort to sensitive people,31.3,41.0,9.0,State Pollution Control Board
22681,2017-04-07,Gujarat,Surat,Surat Ichchhanath,58.5,120.2,27.5,17.9,1.03,60.3,12.9,98,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.3,49.9,5.1,State Pollution Control Board
22682,2017-04-07,Gujarat,Vadodara,Vadodara GIDC,40.1,80.7,39.8,11.7,2.07,24.1,26.8,67,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.5,44.3,12.4,State Pollution Control Board
22683,2017-04-07,Haryana,Faridabad,Faridabad Sector 16A,73.9,128.5,11.0,25.0,0.61,61.2,20.5,146,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",30.9,53.4,8.6,CPCB
22684,2017-04-07,Haryana,Gurugram,Gurugram Sector 51,221.4,404.3,53.9,13.8,3.14,82.6,30.7,387,Very Poor,PM10,Respiratory illness on prolonged exposure,27.3,54.4,9.7,State Pollution Control Board
22685,2017-04-07,Haryana,Gurugram,Gurugram Sector 51,207.4,317.6,23.2,49.0,1.88,104.0,35.2,367,Very Poor,PM2.5,Respiratory illness on prolonged exposure,39.6,46.2,1.5,SAFAR
22686,2017-04-07,Jharkhand,Jamshedpur,Jamshedpur Sakchi,91.4,174.6,22.9,6.3,1.37,176.3,5.6,205,Poor,PM2.5,Breathing discomfort on prolonged exposure,31.5,65.9,15.6,CPCB
22687,2017-04-07,Karnataka,Mysuru,Mysuru Hebbal,36.2,65.9,26.6,7.4,0.34,48.7,22.2,60,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.5,49.6,7.5,State Pollution Control Board
22688,2017-04-07,Kerala,Thiruvananthapuram,TVM Kariavattom,26.5,51.8,31.5,6.8,1.42,49.5,3.6,44,Good,PM2.5,Minimal impact,36.4,46.5,16.9,State Pollution Control Board
22689,2017-04-07,Kerala,Thiruvananthapuram,TVM Kariavattom,9.4,15.6,15.8,7.1,0.78,31.3,1.5,16,Good,PM2.5,Minimal impact,32.0,34.9,14.2,CPCB
22690,2017-04-07,Madhya Pradesh,Bhopal,TT Nagar,131.9,280.1,29.2,20.1,0.45,45.1,21.8,309,Very Poor,PM2.5,Respiratory illness on prolonged exposure,28.6,34.4,5.2,SAFAR
22691,2017-04-07,Madhya Pradesh,Indore,Chhoti Gwaltoli,85.4,183.4,28.8,1.0,0.59,61.0,94.9,188,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",34.8,48.1,14.7,SAFAR
22692,2017-04-07,Maharashtra,Mumbai,Bandra Kurla Complex,103.2,191.4,12.9,15.4,0.2,44.0,18.8,244,Poor,PM2.5,Breathing discomfort on prolonged exposure,27.7,59.1,10.1,State Pollution Control Board
22693,2017-04-07,Maharashtra,Mumbai,Colaba,19.8,41.6,24.2,7.4,0.2,154.6,8.3,33,Good,PM2.5,Minimal impact,25.9,48.2,1.1,State Pollution Control Board
22694,2017-04-07,Maharashtra,Nagpur,Nagpur Civil Lines,35.2,59.5,57.5,12.2,1.73,200.5,64.3,63,Satisfactory,NO2,Minor breathing discomfort to sensitive people,29.6,50.7,2.2,CPCB
22695,2017-04-07,Maharashtra,Nagpur,Nagpur Civil Lines,86.3,151.1,33.8,2.9,0.54,70.4,17.9,188,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",38.2,31.9,9.1,State Pollution Control Board
22696,2017-04-07,Maharashtra,Nashik,Nashik Gangapur Road,101.5,200.2,25.2,6.7,1.58,35.5,4.8,238,Poor,PM2.5,Breathing discomfort on prolonged exposure,31.2,24.7,4.2,CPCB
22697,2017-04-07,Punjab,Amritsar,Amritsar Golden Gate,57.9,124.9,16.2,13.6,1.26,41.8,44.6,96,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,39.8,34.6,5.1,CPCB
22698,2017-04-07,Rajasthan,Jodhpur,Jodhpur Collectorate,128.8,248.7,17.6,16.0,0.58,86.4,71.3,307,Very Poor,PM2.5,Respiratory illness on prolonged exposure,27.8,63.8,17.6,State Pollution Control Board
22699,2017-04-07,Rajasthan,Jodhpur,Jodhpur Collectorate,160.2,253.3,3.4,22.0,0.2,22.0,17.3,331,Very Poor,PM2.5,Respiratory illness on prolonged exposure,30.8,47.8,22.4,SAFAR
22700,2017-04-07,Tamil Nadu,Chennai,Alandur Bus Depot,61.8,105.4,25.5,8.1,1.09,66.8,9.6,106,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",26.4,59.6,5.0,CPCB
22701,2017-04-07,Tamil Nadu,Chennai,Alandur Bus Depot,92.0,186.4,39.4,9.8,0.7,78.5,10.4,207,Poor,PM2.5,Breathing discomfort on prolonged exposure,38.9,49.3,3.5,CPCB
22702,2017-04-07,Tamil Nadu,Coimbatore,Coimbatore Collectorate,69.0,114.3,34.2,15.6,0.59,92.0,54.5,136,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",35.1,91.9,8.0,SAFAR
22703,2017-04-07,Tamil Nadu,Coimbatore,Coimbatore Collectorate,27.2,47.7,14.1,23.0,2.12,44.7,60.9,45,Good,PM2.5,Minimal impact,35.4,55.5,2.3,CPCB
22704,2017-04-07,Tamil Nadu,Madurai,Madurai Anna Bus Stand,18.0,29.6,4.8,12.2,1.59,68.4,17.3,31,Good,PM10,Minimal impact,33.6,70.4,3.2,CPCB
22705,2017-04-07,Tamil Nadu,Madurai,Madurai Anna Bus Stand,64.3,132.4,10.7,7.1,0.29,93.8,15.0,116,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",32.3,65.4,14.6,CPCB
22706,2017-04-07,Uttar Pradesh,Agra,Sanjay Palace,117.2,210.5,13.2,11.9,1.83,108.6,54.0,291,Poor,PM2.5,Breathing discomfort on prolonged exposure,26.5,85.8,3.9,CPCB
22707,2017-04-07,Uttar Pradesh,Kanpur,Nehru Nagar,96.9,197.8,17.9,28.7,1.13,12.5,18.3,223,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.7,60.7,3.5,CPCB
22708,2017-04-07,Uttar Pradesh,Kanpur,Nehru Nagar,52.4,91.7,30.9,11.3,2.01,114.9,57.5,87,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.9,58.7,10.1,SAFAR
22709,2017-04-07,Uttar Pradesh,Lucknow,Lalbagh,54.0,107.3,35.3,7.2,0.78,44.9,23.5,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,29.0,45.5,2.8,State Pollution Control Board
22710,2017-04-08,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,73.2,135.2,36.0,1.0,0.67,106.7,30.8,144,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",44.0,58.4,5.9,State Pollution Control Board
22711,2017-04-08,Bihar,Gaya,Gaya Collectorate,95.2,196.3,46.5,8.2,1.51,122.4,18.9,217,Poor,PM2.5,Breathing discomfort on prolonged exposure,35.6,62.3,9.4,State Pollution Control Board
22712,2017-04-08,Bihar,Muzaffarpur,Muzaffarpur Collectorate,25.9,55.7,70.9,11.5,0.39,79.4,19.7,76,Satisfactory,NO2,Minor breathing discomfort to sensitive people,39.2,46.4,1.9,CPCB
22713,2017-04-08,Bihar,Muzaffarpur,Muzaffarpur Collectorate,94.3,196.5,32.1,14.5,3.97,6.9,37.5,214,Poor,PM2.5,Breathing discomfort on prolonged exposure,34.2,65.7,2.8,CPCB
22714,2017-04-08,Bihar,Muzaffarpur,Muzaffarpur Collectorate,136.5,206.4,11.1,9.1,0.85,128.5,21.3,313,Very Poor,PM2.5,Respiratory illness on prolonged exposure,40.6,57.4,5.6,CPCB
22715,2017-04-08,Bihar,Patna,Rajbansi Nagar,81.4,146.8,50.6,11.2,2.93,198.4,20.4,173,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",32.9,43.7,6.8,CPCB
22716,2017-04-08,Delhi,Delhi,R K Puram,30.2,65.3,42.4,33.5,1.0,17.7,21.6,50,Good,PM2.5,Minimal impact,33.5,58.3,4.0,CPCB
22717,2017-04-08,Delhi,Delhi,Dwarka Sector 8,74.1,151.8,59.7,21.1,1.06,47.3,21.9,147,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.2,64.1,11.7,CPCB
22718,2017-04-08,Delhi,Delhi,Anand Vihar,110.2,196.9,44.2,7.8,1.38,43.0,12.6,267,Poor,PM2.5,Breathing discomfort on prolonged exposure,30.2,63.9,7.6,State Pollution Control Board
22719,2017-04-08,Delhi,Delhi,Anand Vihar,112.1,191.3,40.0,11.8,4.21,76.0,102.7,281,Poor,PM10,Breathing discomfort on prolonged exposure,39.6,46.2,9.2,State Pollution Control Board
22720,2017-04-08,Delhi,Delhi,R K Puram,100.6,198.1,73.0,13.7,0.7,120.3,36.7,235,Poor,PM2.5,Breathing discomfort on prolonged exposure,32.1,36.2,8.8,CPCB
22721,2017-04-08,Gujarat,Surat,Surat Ichchhanath,141.2,224.7,12.4,4.0,0.38,139.7,10.4,316,Very Poor,PM2.5,Respiratory illness on prolonged exposure,35.4,86.9,7.8,State Pollution Control Board
22722,2017-04-08,Haryana,Faridabad,Faridabad Sector 16A,74.6,159.1,12.7,24.7,1.44,36.0,41.8,149,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",38.5,75.8,2.2,State Pollution Control Board
22723,2017-04-08,Haryana,Gurugram,Gurugram Sector 51,254.7,462.2,29.6,11.6,1.58,18.5,9.6,402,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",39.3,52.3,12.7,CPCB
22724,2017-04-08,Maharashtra,Mumbai,Colaba,61.0,96.1,38.6,9.0,0.75,83.9,19.7,103,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.7,69.9,17.8,State Pollution Control Board
22725,2017-04-08,Maharashtra,Nashik,Nashik Gangapur Road,54.1,82.7,22.5,8.8,1.01,125.8,24.7,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,41.3,65.6,19.1,State Pollution Control Board
22726,2017-04-08,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,16.6,25.6,40.5,15.6,1.56,105.4,33.0,52,Satisfactory,NO2,Minor breathing discomfort to sensitive people,29.5,79.5,3.2,CPCB
22727,2017-04-08,Punjab,Ludhiana,Ludhiana Civil Hospital,62.1,96.6,36.0,9.1,1.62,12.9,20.7,107,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",34.0,66.0,7.3,CPCB
22728,2017-04-08,Rajasthan,Jaipur,Adarsh Nagar,42.7,83.1,14.8,13.1,0.72,28.2,36.0,71,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.9,57.3,6.5,State Pollution Control Board
22729,2017-04-08,Rajasthan,Jodhpur,Jodhpur Collectorate,44.9,80.2,10.9,16.2,2.64,3.9,11.3,75,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.4,36.1,7.2,SAFAR
22730,2017-04-08,Tamil Nadu,Chennai,Alandur Bus Depot,52.7,90.7,18.3,10.6,1.94,98.0,16.1,92,Satisfactory,PM10,Minor breathing discomfort to sensitive people,30.9,39.0,10.3,State Pollution Control Board
22731,2017-04-08,Tamil Nadu,Chennai,Alandur Bus Depot,32.6,58.1,27.8,16.4,0.22,58.9,51.0,54,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,31.4,57.6,13.2,State Pollution Control Board
22732,2017-04-08,Telangana,Hyderabad,Sanathnagar,12.6,21.0,12.0,7.4,1.01,58.1,63.9,21,Good,PM2.5,Minimal impact,36.5,44.0,9.4,CPCB
22733,2017-04-08,Uttar Pradesh,Ghaziabad,Sanjay Nagar,43.7,94.3,40.8,5.8,1.08,93.3,56.2,73,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,30.9,35.4,1.3,State Pollution Control Board
22734,2017-04-08,Uttar Pradesh,Ghaziabad,Sanjay Nagar,126.4,232.9,95.2,5.7,1.68,96.6,43.6,305,Very Poor,PM2.5,Respiratory illness on prolonged exposure,21.7,54.1,10.9,CPCB
22735,2017-04-08,Uttar Pradesh,Noida,Noida Sector 62,69.9,112.8,55.1,34.7,0.62,11.8,61.0,133,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",29.9,45.8,4.5,CPCB
22736,2017-04-08,Uttarakhand,Dehradun,Dehradun ISBT,45.4,81.4,11.8,2.7,0.59,82.4,57.4,76,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.2,51.9,9.2,CPCB
22737,2017-04-08,West Bengal,Howrah,Howrah Ghusuri,92.5,185.9,4.9,3.6,0.4,101.2,7.6,208,Poor,PM2.5,Breathing discomfort on prolonged exposure,34.8,65.8,2.2,SAFAR
22738,2017-04-08,West Bengal,Howrah,Howrah Ghusuri,41.2,79.7,72.8,17.9,1.58,140.7,43.2,76,Satisfactory,NO2,Minor breathing discomfort to sensitive people,36.9,35.5,8.4,State Pollution Control Board
22739,2017-04-09,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,32.6,48.9,4.1,1.6,0.55,17.1,15.0,54,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,26.5,62.6,7.4,CPCB
22740,2017-04-09,Andhra Pradesh,Visakhapatnam,GVM Corporation,43.5,91.9,25.0,6.5,0.34,5.3,19.5,72,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,29.9,42.1,7.1,SAFAR
22741,2017-04-09,Assam,Guwahati,Guwahati Railway Colony,44.0,95.5,16.4,33.5,0.61,32.9,28.1,73,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.3,73.7,8.2,CPCB
22742,2017-04-09,Bihar,Gaya,Gaya Collectorate,116.0,182.7,40.3,1.2,0.2,103.8,31.5,287,Poor,PM2.5,Breathing discomfort on prolonged exposure,28.6,56.1,8.7,SAFAR
22743,2017-04-09,Chandigarh,Chandigarh,Sector 22,101.2,201.6,14.1,23.1,0.92,102.0,33.7,245,Poor,PM10,Breathing discomfort on prolonged exposure,34.6,59.7,6.9,CPCB
22744,2017-04-09,Chhattisgarh,Raipur,Raipur Telibandha,59.9,112.4,23.7,14.9,0.63,140.4,22.3,104,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",39.8,65.2,9.0,CPCB
22745,2017-04-09,Delhi,Delhi,ITO,82.5,174.2,11.2,2.5,6.0,27.0,12.1,175,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",27.2,49.3,1.6,CPCB
22746,2017-04-09,Delhi,Delhi,Punjabi Bagh,132.9,217.1,14.8,10.5,0.46,65.7,41.4,310,Very Poor,PM2.5,Respiratory illness on prolonged exposure,33.0,45.4,7.9,State Pollution Control Board
22747,2017-04-09,Gujarat,Ahmedabad,Maninagar,87.5,170.5,15.9,9.8,1.57,145.9,7.4,193,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",38.7,63.6,3.7,State Pollution Control Board
22748,2017-04-09,Haryana,Gurugram,Gurugram Sector 51,76.3,160.1,32.0,12.8,0.52,3.6,12.9,154,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",33.5,56.2,6.1,CPCB
22749,2017-04-09,Himachal Pradesh,Shimla,Shimla US Club,22.9,42.4,35.6,12.4,0.82,96.0,30.9,38,Good,PM2.5,Minimal impact,34.4,53.4,11.5,CPCB
22750,2017-04-09,Karnataka,Bengaluru,BTM Layout,26.7,58.1,29.9,6.2,0.47,30.1,47.8,44,Good,PM2.5,Minimal impact,37.2,48.0,11.8,CPCB
22751,2017-04-09,Karnataka,Bengaluru,BTM Layout,22.1,46.7,21.5,6.7,1.04,57.1,9.9,37,Good,PM2.5,Minimal impact,30.2,61.7,3.0,State Pollution Control Board
22752,2017-04-09,Karnataka,Mysuru,Mysuru Hebbal,35.4,59.3,21.9,3.4,0.25,64.6,25.9,59,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,28.5,77.1,3.9,CPCB
22753,2017-04-09,Karnataka,Mysuru,Mysuru Hebbal,38.8,68.0,27.5,3.0,0.42,66.4,6.2,65,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.3,76.0,2.5,CPCB
22754,2017-04-09,Kerala,Kochi,Kochi Vyttila,33.5,63.4,26.8,9.5,0.59,52.8,60.9,57,Satisfactory,PM10,Minor breathing discomfort to sensitive people,29.7,78.4,6.6,State Pollution Control Board
22755,2017-04-09,Kerala,Thiruvananthapuram,TVM Kariavattom,13.9,21.1,9.9,2.8,0.45,67.9,22.7,23,Good,PM2.5,Minimal impact,24.7,58.2,16.1,CPCB
22756,2017-04-09,Maharashtra,Nashik,Nashik Gangapur Road,60.3,101.2,8.1,13.4,1.92,50.6,43.6,101,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",26.2,46.6,8.8,CPCB
22757,2017-04-09,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,39.1,71.8,18.7,10.0,0.2,28.5,17.7,66,Satisfactory,PM10,Minor breathing discomfort to sensitive people,39.4,41.5,19.8,State Pollution Control Board
22758,2017-04-09,Punjab,Jalandhar,Jalandhar Sports Colony,46.7,101.1,39.7,4.7,0.78,51.0,61.4,78,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,25.8,28.3,3.0,CPCB
22759,2017-04-09,Punjab,Ludhiana,Ludhiana Civil Hospital,128.9,210.6,23.4,8.5,1.09,166.8,64.3,307,Very Poor,PM2.5,Respiratory illness on prolonged exposure,29.5,51.0,6.6,State Pollution Control Board
22760,2017-04-09,Punjab,Ludhiana,Ludhiana Civil Hospital,88.5,150.0,38.3,6.9,1.35,156.0,16.7,195,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",32.6,83.8,8.5,CPCB
22761,2017-04-09,Telangana,Hyderabad,Bollaram Industrial Area,45.9,88.0,36.4,19.1,1.49,55.2,9.6,76,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,32.3,63.0,5.0,CPCB
22762,2017-04-09,Telangana,Hyderabad,Bollaram Industrial Area,16.7,27.5,33.5,6.4,1.7,21.8,40.9,37,Good,NO2,Minimal impact,28.8,56.6,5.2,State Pollution Control Board
22763,2017-04-09,Uttar Pradesh,Agra,Sanjay Palace,51.7,78.5,50.5,14.3,0.58,179.2,20.5,86,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,35.1,47.7,6.6,CPCB
22764,2017-04-09,Uttar Pradesh,Kanpur,Nehru Nagar,135.9,251.6,34.4,15.6,0.67,84.3,9.9,312,Very Poor,PM2.5,Respiratory illness on prolonged exposure,33.4,53.4,11.5,SAFAR
22765,2017-04-09,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,176.6,309.8,56.1,22.1,1.52,92.7,3.8,344,Very Poor,PM2.5,Respiratory illness on prolonged exposure,33.0,56.8,11.8,CPCB
22766,2017-04-09,Uttar Pradesh,Noida,Noida Sector 62,141.2,302.9,32.8,17.6,1.12,138.8,33.9,316,Very Poor,PM2.5,Respiratory illness on prolonged exposure,35.6,67.8,3.0,State Pollution Control Board
22767,2017-04-09,West Bengal,Howrah,Howrah Ghusuri,80.0,163.6,22.9,9.5,0.97,72.5,103.1,167,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",28.0,60.0,6.4,SAFAR
22768,2017-04-10,Andhra Pradesh,Visakhapatnam,GVM Corporation,28.0,55.1,25.7,12.1,1.2,65.8,26.0,47,Good,PM2.5,Minimal impact,34.1,50.9,19.7,State Pollution Control Board
22769,2017-04-10,Bihar,Patna,Rajbansi Nagar,68.0,145.3,32.5,9.9,4.3,16.2,81.0,127,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",24.5,71.7,7.8,CPCB
22770,2017-04-10,Bihar,Patna,Rajbansi Nagar,118.5,220.3,58.6,3.9,0.86,75.1,26.2,295,Poor,PM2.5,Breathing discomfort on prolonged exposure,31.1,76.6,14.8,State Pollution Control Board
22771,2017-04-10,Delhi,Delhi,Anand Vihar,44.7,86.0,40.4,5.3,2.68,88.0,34.8,74,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,24.8,47.1,3.8,SAFAR
22772,2017-04-10,Delhi,Delhi,Dwarka Sector 8,73.0,158.0,53.5,27.4,1.91,56.9,56.2,143,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",41.2,43.5,2.6,CPCB
22773,2017-04-10,Delhi,Delhi,Anand Vihar,268.6,496.1,46.7,19.2,2.53,132.1,91.7,407,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",28.4,56.3,18.5,State Pollution Control Board
22774,2017-04-10,Gujarat,Ahmedabad,Maninagar,22.5,41.0,12.4,6.5,1.83,79.3,19.0,39,Good,PM10,Minimal impact,30.0,72.9,1.7,State Pollution Control Board
22775,2017-04-10,Haryana,Faridabad,Faridabad Sector 16A,112.5,219.0,58.1,6.4,1.78,101.2,48.2,283,Poor,PM10,Breathing discomfort on prolonged exposure,37.8,80.5,0.6,State Pollution Control Board
22776,2017-04-10,Haryana,Gurugram,Gurugram Sector 51,265.7,582.1,37.8,4.8,0.47,145.7,27.7,406,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",26.9,55.5,6.6,State Pollution Control Board
