Observation_ID,Date,Year,Month,Glacier_Name,Himalayan_Basin_Range,State_or_UT,Elevation_m_asl,Ambient_Air_Temp_C,Ice_Surface_Temp_C,Solar_Irradiance_W_m2,Surface_Albedo,Debris_Cover_Thickness_cm,Daily_Liquefaction_Melt_cm_we,Annual_Terminus_Retreat_m_yr,Net_Annual_Mass_Balance_m_we_yr,Glacial_Lake_Volume_10k_m3,Proglacial_Discharge_m3_s,GLOF_Susceptibility_Class
HIM-GL-MELT-000599,2024-08-04,2024,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5095,6.5,-0.1,608.9,0.33,3.1,8.56,29.6,-1.1,146.1,32.5,Moderate Risk
HIM-GL-MELT-000600,2020-10-13,2020,October,Drang-Drung Glacier,Zanskar Range,Ladakh,4702,2.9,-0.7,753.3,0.34,6.5,4.91,15.8,-1.02,121.6,18.2,Moderate Risk
HIM-GL-MELT-000601,2018-09-25,2018,September,Zemu Glacier,Kanchenjunga Massif,Sikkim,4621,3.6,0.0,805.7,0.28,12.4,3.42,24.5,-1.11,163.5,14.4,Moderate Risk
HIM-GL-MELT-000602,2022-07-16,2022,July,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4609,6.5,0.0,827.5,0.38,4.7,8.4,18.4,-0.91,140.0,34.6,Moderate Risk
HIM-GL-MELT-000603,2023-06-04,2023,June,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4234,8.1,0.0,575.2,0.48,4.9,7.71,26.6,-1.06,1092.5,39.4,High Risk
HIM-GL-MELT-000604,2020-09-12,2020,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4267,6.7,0.0,586.6,0.27,2.2,8.07,24.8,-1.0,308.9,30.8,High Risk
HIM-GL-MELT-000605,2019-06-21,2019,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4458,6.3,0.0,840.8,0.36,4.7,8.71,32.8,-1.47,366.3,35.5,High Risk
HIM-GL-MELT-000606,2023-06-09,2023,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4414,4.7,0.0,763.9,0.38,15.0,2.04,33.0,-1.24,740.4,13.9,High Risk
HIM-GL-MELT-000607,2024-08-28,2024,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4734,3.5,-0.1,547.0,0.4,5.2,4.58,19.4,-0.96,563.6,21.7,High Risk
HIM-GL-MELT-000608,2026-08-21,2026,August,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4034,10.1,0.0,674.2,0.39,3.5,11.31,35.9,-1.35,879.1,49.5,Very High (Critical Alert)
HIM-GL-MELT-000609,2024-08-18,2024,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4978,5.1,-0.4,802.1,0.33,3.7,7.99,30.5,-1.38,170.1,30.4,Moderate Risk
HIM-GL-MELT-000610,2024-06-04,2024,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4337,8.4,0.0,578.9,0.38,4.6,8.94,39.1,-1.5,836.1,42.3,High Risk
HIM-GL-MELT-000611,2023-09-11,2023,September,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4164,7.0,0.0,738.5,0.38,5.5,7.61,18.1,-0.76,229.8,30.2,Moderate Risk
HIM-GL-MELT-000612,2026-07-09,2026,July,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4386,5.7,0.0,506.3,0.22,6.6,5.57,35.5,-1.63,1002.8,28.8,High Risk
HIM-GL-MELT-000613,2023-07-12,2023,July,Rathong Glacier,West Sikkim,Sikkim,4616,7.9,0.0,561.9,0.32,4.1,8.27,27.1,-1.49,340.4,35.1,High Risk
HIM-GL-MELT-000614,2025-05-16,2025,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4198,5.5,0.0,712.6,0.41,1.5,6.5,23.8,-0.99,445.2,27.8,High Risk
HIM-GL-MELT-000615,2026-06-07,2026,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4004,7.0,0.0,806.1,0.37,5.5,8.23,30.4,-1.58,147.2,31.7,Moderate Risk
HIM-GL-MELT-000616,2026-05-18,2026,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4284,6.7,0.0,682.9,0.38,9.9,5.42,26.4,-0.95,193.3,22.0,Moderate Risk
HIM-GL-MELT-000617,2022-05-12,2022,May,South Lhonak Glacier,North Sikkim Basin,Sikkim,5103,-0.2,-0.8,590.3,0.3,9.6,1.73,35.2,-1.42,1833.0,22.6,High Risk
HIM-GL-MELT-000618,2018-06-23,2018,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3664,11.7,0.0,629.7,0.3,5.0,11.93,24.1,-1.09,132.8,46.1,Moderate Risk
HIM-GL-MELT-000619,2020-04-30,2020,April,Siachen Glacier,Karakoram,Ladakh,5268,-2.0,-1.4,696.9,0.2,22.1,0.8,9.8,-0.4,38.6,3.4,Low Risk / Monitored
HIM-GL-MELT-000620,2018-09-20,2018,September,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4876,1.1,-1.0,888.5,0.36,1.5,4.26,27.7,-1.03,105.5,18.2,Moderate Risk
HIM-GL-MELT-000621,2019-08-19,2019,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5067,2.4,-0.1,640.1,0.38,5.0,4.54,17.9,-0.77,82.2,18.2,Moderate Risk
HIM-GL-MELT-000622,2020-05-20,2020,May,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4800,0.2,-0.4,602.2,0.4,5.0,2.29,18.5,-0.98,385.7,12.8,Low Risk / Monitored
HIM-GL-MELT-000623,2021-09-06,2021,September,Zemu Glacier,Kanchenjunga Massif,Sikkim,4224,7.1,0.0,575.5,0.32,6.4,6.67,25.0,-1.37,337.7,28.5,High Risk
HIM-GL-MELT-000624,2023-08-01,2023,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4670,4.3,0.0,557.8,0.31,7.3,4.22,23.7,-1.42,308.8,17.7,Moderate Risk
HIM-GL-MELT-000625,2024-09-16,2024,September,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3948,9.9,0.0,771.3,0.27,3.3,12.43,20.6,-0.66,136.3,48.7,Moderate Risk
HIM-GL-MELT-000626,2020-08-31,2020,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4639,9.0,0.0,732.1,0.3,6.9,8.91,13.6,-0.82,149.4,35.4,Moderate Risk
HIM-GL-MELT-000627,2024-10-02,2024,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4869,0.2,-0.2,681.1,0.34,11.9,1.99,24.6,-1.32,450.1,12.0,Low Risk / Monitored
HIM-GL-MELT-000628,2024-06-07,2024,June,Rathong Glacier,West Sikkim,Sikkim,4528,7.3,0.0,896.1,0.39,8.1,7.1,34.0,-1.62,424.7,30.2,High Risk
HIM-GL-MELT-000629,2023-10-12,2023,October,Changme Khangpu Glacier,Tista Basin,Sikkim,4640,3.1,0.0,611.7,0.33,8.4,3.47,24.8,-1.13,231.9,14.4,Moderate Risk
HIM-GL-MELT-000630,2025-06-29,2025,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4025,10.0,0.0,641.1,0.28,15.7,2.59,31.1,-1.64,499.0,14.0,Low Risk / Monitored
HIM-GL-MELT-000631,2019-10-06,2019,October,Milam Glacier,Goriganga Basin,Uttarakhand,4380,4.9,-0.4,875.5,0.38,4.1,7.78,26.2,-1.16,343.6,32.9,High Risk
HIM-GL-MELT-000632,2020-08-04,2020,August,Parkachik Glacier,Zanskar Range,Ladakh,4617,6.0,0.0,821.0,0.4,4.2,7.6,16.6,-0.79,135.6,29.7,Moderate Risk
HIM-GL-MELT-000633,2022-08-12,2022,August,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4120,8.7,0.0,722.0,0.28,7.7,8.34,27.4,-1.22,400.8,34.1,High Risk
HIM-GL-MELT-000634,2019-09-16,2019,September,Rathong Glacier,West Sikkim,Sikkim,4426,3.7,0.0,723.3,0.29,2.5,6.85,31.6,-1.16,325.9,30.7,High Risk
HIM-GL-MELT-000635,2023-08-18,2023,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4376,6.0,0.0,720.6,0.33,7.0,6.81,22.2,-0.99,357.1,27.9,High Risk
HIM-GL-MELT-000636,2022-05-29,2022,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4358,6.2,0.0,646.9,0.32,15.6,1.79,23.1,-1.19,368.3,9.4,Low Risk / Monitored
HIM-GL-MELT-000637,2021-07-28,2021,July,Siachen Glacier,Karakoram,Ladakh,5582,1.8,-0.8,667.3,0.29,10.0,3.06,15.6,-0.79,19.0,11.4,Low Risk / Monitored
HIM-GL-MELT-000638,2019-08-27,2019,August,Siachen Glacier,Karakoram,Ladakh,5153,2.7,0.0,867.5,0.2,21.8,1.67,16.4,-1.0,33.9,6.4,Low Risk / Monitored
HIM-GL-MELT-000639,2021-09-18,2021,September,Rathong Glacier,West Sikkim,Sikkim,4525,0.6,-0.7,678.3,0.25,5.2,4.03,28.5,-1.34,220.8,18.7,Moderate Risk
HIM-GL-MELT-000640,2023-06-20,2023,June,Milam Glacier,Goriganga Basin,Uttarakhand,4342,8.5,0.0,691.9,0.28,10.5,6.25,28.3,-1.36,452.1,26.9,High Risk
HIM-GL-MELT-000641,2023-08-16,2023,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4953,5.0,0.0,722.8,0.26,14.3,2.75,43.2,-1.53,1549.3,22.4,High Risk
HIM-GL-MELT-000642,2019-09-24,2019,September,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4277,5.0,0.0,686.1,0.22,15.1,2.02,9.0,-0.37,75.8,6.5,Low Risk / Monitored
HIM-GL-MELT-000643,2019-06-27,2019,June,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4946,3.6,0.0,625.3,0.4,2.3,5.37,21.7,-1.17,80.3,19.7,Moderate Risk
HIM-GL-MELT-000644,2018-06-05,2018,June,South Lhonak Glacier,North Sikkim Basin,Sikkim,5182,1.6,-0.0,852.1,0.32,8.2,3.72,29.3,-1.02,1245.5,23.1,High Risk
HIM-GL-MELT-000645,2018-05-28,2018,May,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4687,2.2,-0.8,655.1,0.42,4.9,3.63,14.5,-0.53,442.2,20.4,Moderate Risk
HIM-GL-MELT-000646,2025-09-08,2025,September,Siachen Glacier,Karakoram,Ladakh,5372,-1.7,-1.3,888.7,0.33,9.8,1.78,18.0,-1.25,25.9,7.8,Low Risk / Monitored
HIM-GL-MELT-000647,2018-08-09,2018,August,Parkachik Glacier,Zanskar Range,Ladakh,4384,7.6,0.0,655.2,0.43,5.6,7.83,26.2,-0.89,48.3,33.2,Moderate Risk
HIM-GL-MELT-000648,2024-08-14,2024,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4019,9.7,0.0,687.4,0.2,22.7,2.72,29.9,-1.23,137.7,12.6,Low Risk / Monitored
HIM-GL-MELT-000649,2025-07-28,2025,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4592,8.2,0.0,519.9,0.3,5.3,8.49,19.7,-1.27,123.1,32.9,Moderate Risk
HIM-GL-MELT-000650,2019-06-04,2019,June,Siachen Glacier,Karakoram,Ladakh,5135,2.5,-1.0,681.0,0.32,11.3,2.7,9.5,-0.63,30.9,9.7,Low Risk / Monitored
HIM-GL-MELT-000651,2022-08-01,2022,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4997,3.0,-0.3,777.2,0.32,6.3,5.16,26.2,-1.19,100.8,22.2,Moderate Risk
HIM-GL-MELT-000652,2026-08-13,2026,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4665,6.2,0.0,805.8,0.33,0.7,6.76,37.8,-1.6,403.2,28.0,High Risk
HIM-GL-MELT-000653,2025-07-15,2025,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4894,1.9,-0.1,700.6,0.34,7.9,3.69,25.8,-1.23,373.6,17.2,Moderate Risk
HIM-GL-MELT-000654,2022-07-23,2022,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,4948,0.7,-1.5,802.6,0.29,11.4,2.12,35.2,-1.62,1608.9,22.4,High Risk
HIM-GL-MELT-000655,2024-07-14,2024,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4101,11.2,0.0,560.1,0.25,7.6,9.02,32.0,-1.57,551.2,41.2,High Risk
HIM-GL-MELT-000656,2025-06-19,2025,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4324,7.7,0.0,648.7,0.35,1.9,8.34,26.0,-1.35,355.4,36.4,High Risk
HIM-GL-MELT-000657,2021-08-08,2021,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4744,5.2,0.0,746.6,0.32,3.1,8.52,15.5,-0.81,394.5,34.1,High Risk
HIM-GL-MELT-000658,2025-10-05,2025,October,Drang-Drung Glacier,Zanskar Range,Ladakh,4816,1.4,-0.8,705.8,0.34,6.3,3.6,22.4,-1.28,149.0,14.2,Moderate Risk
HIM-GL-MELT-000659,2022-07-11,2022,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5407,3.9,-0.2,814.6,0.27,13.0,3.17,26.4,-1.15,79.8,11.8,Moderate Risk
HIM-GL-MELT-000660,2023-08-23,2023,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4267,10.2,0.0,802.5,0.39,4.2,11.41,28.0,-1.02,353.6,45.1,High Risk
HIM-GL-MELT-000661,2026-07-16,2026,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5191,4.8,-0.1,766.6,0.37,2.3,6.8,31.9,-1.65,98.6,27.5,Moderate Risk
HIM-GL-MELT-000662,2025-08-29,2025,August,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4458,6.3,0.0,866.3,0.33,4.3,8.7,26.3,-1.13,396.2,36.1,High Risk
HIM-GL-MELT-000663,2021-06-23,2021,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3962,10.3,0.0,774.3,0.4,6.9,9.34,27.3,-1.2,416.7,37.5,High Risk
HIM-GL-MELT-000664,2018-07-10,2018,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3777,13.7,0.0,602.4,0.26,10.3,7.98,25.3,-1.3,266.3,32.8,High Risk
HIM-GL-MELT-000665,2023-07-24,2023,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4583,5.6,0.0,537.5,0.32,0.6,5.31,23.4,-0.83,243.1,21.6,High Risk
HIM-GL-MELT-000666,2024-08-09,2024,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5119,1.8,-0.9,421.4,0.26,7.6,2.38,39.3,-1.61,1805.5,24.1,High Risk
HIM-GL-MELT-000667,2023-08-15,2023,August,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4885,3.6,-0.2,772.5,0.41,4.9,5.64,24.0,-1.11,138.2,22.4,Moderate Risk
HIM-GL-MELT-000668,2026-05-28,2026,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,3962,5.0,-0.2,524.4,0.3,14.6,2.24,29.1,-1.27,184.4,11.2,Low Risk / Monitored
HIM-GL-MELT-000669,2025-08-16,2025,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3871,10.4,0.0,589.2,0.33,4.0,10.51,26.6,-1.33,117.8,41.9,Moderate Risk
HIM-GL-MELT-000670,2022-05-21,2022,May,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4318,7.3,0.0,766.1,0.34,3.7,8.97,33.8,-1.46,200.9,37.8,Moderate Risk
HIM-GL-MELT-000671,2018-10-02,2018,October,Siachen Glacier,Karakoram,Ladakh,5280,-2.0,-0.7,623.4,0.24,7.5,1.06,13.8,-0.59,30.9,4.7,Low Risk / Monitored
HIM-GL-MELT-000672,2022-05-27,2022,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4646,4.3,-0.0,862.9,0.33,11.1,4.31,29.5,-1.53,404.1,19.4,Moderate Risk
HIM-GL-MELT-000673,2024-07-15,2024,July,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4570,4.1,-0.5,636.0,0.33,2.6,6.97,21.7,-1.12,419.9,28.2,High Risk
HIM-GL-MELT-000674,2023-06-19,2023,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4702,3.9,-0.3,775.1,0.32,6.4,5.97,19.7,-0.93,525.0,26.0,High Risk
HIM-GL-MELT-000675,2023-10-04,2023,October,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4143,6.9,0.0,579.7,0.32,9.4,5.38,22.5,-1.28,124.7,21.8,Moderate Risk
HIM-GL-MELT-000676,2022-10-14,2022,October,Siachen Glacier,Karakoram,Ladakh,5378,-2.0,-1.9,830.5,0.38,3.0,2.43,14.1,-0.82,38.3,12.9,Low Risk / Monitored
HIM-GL-MELT-000677,2021-06-26,2021,June,South Lhonak Glacier,North Sikkim Basin,Sikkim,5183,3.2,-0.8,719.0,0.37,10.7,3.15,30.7,-1.17,1491.8,23.0,High Risk
HIM-GL-MELT-000678,2021-08-27,2021,August,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4296,8.9,0.0,637.0,0.38,1.5,8.35,32.4,-1.15,716.3,38.1,High Risk
HIM-GL-MELT-000679,2022-10-12,2022,October,Parkachik Glacier,Zanskar Range,Ladakh,4684,2.5,0.0,769.4,0.28,4.8,5.42,20.9,-1.13,119.8,23.2,Moderate Risk
HIM-GL-MELT-000680,2019-07-03,2019,July,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4799,8.1,0.0,522.4,0.28,13.3,3.57,35.8,-1.44,896.7,20.8,High Risk
HIM-GL-MELT-000681,2021-06-17,2021,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4117,9.8,0.0,527.6,0.24,14.7,3.37,28.2,-1.01,418.7,14.7,Moderate Risk
HIM-GL-MELT-000682,2021-09-27,2021,September,Parkachik Glacier,Zanskar Range,Ladakh,4438,5.8,0.0,734.9,0.34,1.0,6.28,22.4,-0.97,160.5,23.8,Moderate Risk
HIM-GL-MELT-000683,2023-10-05,2023,October,Drang-Drung Glacier,Zanskar Range,Ladakh,4429,4.7,0.0,661.0,0.33,5.3,5.84,21.3,-1.08,137.7,23.4,Moderate Risk
HIM-GL-MELT-000684,2018-10-03,2018,October,Rathong Glacier,West Sikkim,Sikkim,4689,-0.7,-1.0,875.7,0.33,11.4,1.39,26.9,-1.06,214.5,8.0,Low Risk / Monitored
HIM-GL-MELT-000685,2025-09-28,2025,September,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4170,7.0,0.0,772.2,0.36,3.1,9.46,30.3,-1.43,951.4,43.6,High Risk
HIM-GL-MELT-000686,2023-05-04,2023,May,Siachen Glacier,Karakoram,Ladakh,5462,-2.0,-0.8,680.8,0.43,2.3,1.38,13.0,-0.81,19.4,3.9,Low Risk / Monitored
HIM-GL-MELT-000687,2024-09-07,2024,September,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,3995,8.1,0.0,540.1,0.23,14.5,3.08,31.2,-1.44,870.7,19.8,High Risk
HIM-GL-MELT-000688,2024-06-29,2024,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4320,9.2,0.0,551.9,0.37,2.4,10.02,25.9,-1.25,310.3,39.1,High Risk
HIM-GL-MELT-000689,2021-08-04,2021,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5178,4.5,-0.4,672.9,0.31,10.4,3.88,36.5,-1.32,1446.1,27.8,High Risk
HIM-GL-MELT-000690,2022-05-04,2022,May,Zemu Glacier,Kanchenjunga Massif,Sikkim,4461,1.5,0.0,671.0,0.37,6.5,3.87,33.5,-1.6,499.4,15.4,Moderate Risk
HIM-GL-MELT-000691,2026-07-04,2026,July,Milam Glacier,Goriganga Basin,Uttarakhand,4687,5.5,-0.4,665.3,0.32,5.7,7.04,30.6,-1.54,515.8,31.5,High Risk
HIM-GL-MELT-000692,2024-09-16,2024,September,Milam Glacier,Goriganga Basin,Uttarakhand,4201,8.6,0.0,652.6,0.31,5.8,7.98,25.4,-1.1,426.4,32.2,High Risk
HIM-GL-MELT-000693,2026-09-18,2026,September,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4373,5.6,0.0,595.4,0.39,2.3,6.96,26.3,-1.46,500.6,30.9,High Risk
HIM-GL-MELT-000694,2024-10-08,2024,October,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5206,-1.2,-1.9,612.5,0.12,23.9,0.73,27.8,-1.24,121.5,3.9,Low Risk / Monitored
HIM-GL-MELT-000695,2020-08-31,2020,August,Pindari Glacier,Kumaon Himalaya,Uttarakhand,4021,7.0,0.0,700.3,0.22,10.1,6.2,28.9,-1.11,95.1,26.4,Moderate Risk
HIM-GL-MELT-000696,2018-08-01,2018,August,Parkachik Glacier,Zanskar Range,Ladakh,4647,4.5,-0.0,569.6,0.28,4.5,6.13,11.6,-0.67,145.6,22.7,Moderate Risk
HIM-GL-MELT-000697,2023-05-31,2023,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4422,4.7,-0.2,764.8,0.25,17.9,1.6,22.8,-1.23,149.7,6.7,Low Risk / Monitored
HIM-GL-MELT-000698,2021-07-10,2021,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4675,8.6,0.0,652.7,0.29,9.5,6.55,28.8,-1.23,318.5,28.4,High Risk
HIM-GL-MELT-000699,2021-09-18,2021,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4606,1.7,0.0,594.7,0.38,0.7,3.17,25.4,-0.87,440.5,17.2,Moderate Risk
HIM-GL-MELT-000700,2024-05-01,2024,May,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4854,2.2,-0.4,460.2,0.31,7.0,3.69,23.1,-1.06,532.3,16.3,Moderate Risk
HIM-GL-MELT-000701,2021-10-08,2021,October,Parkachik Glacier,Zanskar Range,Ladakh,4335,4.0,-0.5,547.8,0.26,10.8,3.01,24.7,-1.22,111.4,13.1,Moderate Risk
HIM-GL-MELT-000702,2021-06-19,2021,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4724,1.8,-1.3,727.3,0.4,1.5,3.54,14.1,-0.48,460.3,18.1,Moderate Risk
HIM-GL-MELT-000703,2025-09-12,2025,September,Rathong Glacier,West Sikkim,Sikkim,4531,5.0,0.0,661.6,0.34,6.5,6.08,33.7,-1.45,394.0,26.1,High Risk
HIM-GL-MELT-000704,2025-09-23,2025,September,Parkachik Glacier,Zanskar Range,Ladakh,4205,6.7,0.0,734.9,0.27,7.0,7.45,23.1,-1.08,169.7,29.4,Moderate Risk
HIM-GL-MELT-000705,2021-05-08,2021,May,Rathong Glacier,West Sikkim,Sikkim,4926,-0.8,-0.5,559.1,0.27,16.4,0.71,24.2,-0.89,308.5,6.2,Low Risk / Monitored
HIM-GL-MELT-000706,2025-06-24,2025,June,Milam Glacier,Goriganga Basin,Uttarakhand,4304,8.5,0.0,574.1,0.33,4.1,9.08,25.5,-1.04,446.5,37.1,High Risk
HIM-GL-MELT-000707,2025-06-12,2025,June,Changme Khangpu Glacier,Tista Basin,Sikkim,4711,3.9,-0.7,590.5,0.33,5.3,5.56,30.7,-1.4,446.2,24.6,High Risk
HIM-GL-MELT-000708,2022-05-30,2022,May,Parkachik Glacier,Zanskar Range,Ladakh,4362,6.9,0.0,749.9,0.29,8.9,6.49,19.9,-1.02,70.7,26.4,Moderate Risk
HIM-GL-MELT-000709,2018-06-28,2018,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5327,3.2,-0.4,515.6,0.35,16.5,0.93,20.3,-0.79,38.2,6.0,Low Risk / Monitored
HIM-GL-MELT-000710,2018-05-09,2018,May,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4829,2.7,-0.1,773.3,0.36,6.2,4.89,11.3,-0.66,262.7,19.6,High Risk
HIM-GL-MELT-000711,2023-07-07,2023,July,Siachen Glacier,Karakoram,Ladakh,5026,4.8,0.0,771.6,0.29,13.4,2.86,13.3,-1.01,20.8,11.3,Low Risk / Monitored
HIM-GL-MELT-000712,2021-10-14,2021,October,Milam Glacier,Goriganga Basin,Uttarakhand,4544,4.6,-0.2,673.7,0.33,1.5,5.57,28.2,-1.5,259.0,24.5,High Risk
HIM-GL-MELT-000713,2026-07-20,2026,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4545,6.7,0.0,626.6,0.3,6.3,6.6,31.0,-1.42,433.4,27.3,High Risk
HIM-GL-MELT-000714,2024-09-15,2024,September,Changme Khangpu Glacier,Tista Basin,Sikkim,4637,5.5,0.0,783.1,0.24,11.7,4.31,30.5,-1.29,406.5,18.2,Moderate Risk
HIM-GL-MELT-000715,2024-08-30,2024,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4920,5.6,0.0,595.4,0.29,3.6,8.02,40.2,-1.7,1878.2,45.3,High Risk
HIM-GL-MELT-000716,2026-09-07,2026,September,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4443,10.4,0.0,478.0,0.27,12.8,4.42,26.2,-1.38,589.6,22.9,Moderate Risk
HIM-GL-MELT-000717,2025-05-23,2025,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4179,8.3,0.0,764.2,0.32,1.0,8.03,19.4,-0.86,121.8,30.6,Moderate Risk
HIM-GL-MELT-000718,2021-05-22,2021,May,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4378,4.7,-0.5,692.6,0.37,5.7,5.84,27.2,-1.14,506.9,25.8,High Risk
HIM-GL-MELT-000719,2019-10-01,2019,October,South Lhonak Glacier,North Sikkim Basin,Sikkim,5066,0.6,-0.9,650.1,0.17,12.3,2.33,31.5,-1.23,1198.6,17.4,High Risk
HIM-GL-MELT-000720,2024-09-16,2024,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4374,4.2,0.0,577.2,0.31,8.0,4.67,24.4,-1.23,410.3,22.4,High Risk
HIM-GL-MELT-000721,2021-10-07,2021,October,South Lhonak Glacier,North Sikkim Basin,Sikkim,5125,1.1,-0.3,640.8,0.33,9.6,1.97,34.9,-1.33,1091.5,15.2,High Risk
HIM-GL-MELT-000722,2022-05-09,2022,May,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4978,1.8,-1.0,738.5,0.27,18.2,1.18,29.9,-1.38,127.4,5.1,Low Risk / Monitored
HIM-GL-MELT-000723,2023-07-29,2023,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4213,13.7,0.0,553.0,0.28,6.7,11.49,23.9,-1.04,362.4,45.0,High Risk
HIM-GL-MELT-000724,2025-06-02,2025,June,Parkachik Glacier,Zanskar Range,Ladakh,4508,4.3,-0.4,755.5,0.34,8.8,4.47,16.6,-0.88,157.0,17.5,Moderate Risk
HIM-GL-MELT-000725,2022-09-29,2022,September,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4585,-0.0,-1.8,664.8,0.38,6.8,2.28,19.8,-0.67,444.6,11.1,Low Risk / Monitored
HIM-GL-MELT-000726,2024-07-27,2024,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5005,4.7,0.0,688.4,0.29,2.7,7.45,28.1,-1.4,127.2,30.7,Moderate Risk
HIM-GL-MELT-000727,2020-08-02,2020,August,Parkachik Glacier,Zanskar Range,Ladakh,4479,5.5,0.0,697.3,0.33,0.9,6.04,17.9,-0.99,119.8,24.9,Moderate Risk
